비교대상,anchor,anchor평균,비교자평균,비율(절대화)
하루토 트레저,정국 방탄소년단,0.36186770428015563,0.245136186770428,0.6774193548387096
민지 뉴진스,정국 방탄소년단,0.36186770428015563,3.237354085603113,8.946236559139786
첸 엑소,정국 방탄소년단,0.36186770428015563,0.7470817120622568,2.064516129032258
해찬 엔시티,정국 방탄소년단,0.36186770428015563,0.05058365758754864,0.13978494623655915
