소속사,그룹,연예인 이름,사건 날짜,사건 내용 (날짜+내용 전체)
YG,빅뱅,탑,2018년 11월 5일,"2018년 11월 5일 수경 만기 전역으로 군 복무를 마무리하게 된다. 강제 전역 당시에는 일경 계급으로 괜히 대마에 손댔다가 2년 5개월이나 군 복무를 한 셈이 되었다.
3.
논란
[편집]
3.1.
의상 논란
[편집]
2007년에
욱일기
가 들어간 의상을 입고 방송에 출연해서 논란이 되었다. 이후 소속사 대표
양현석
이 대신 사과했다.
#
3.2.
담배 꽁초 무단 투기 논란
[편집]"
YG,빅뱅,탑,2016년 3월 14일,"2016년 3월 14일, 탑이 차 밖으로 담배 꽁초를 버리는 영상이 찍혀 논란이 되었다.
기사
.
3.3.
SNS 논란
[편집]
3.3.1.
스윙스 사진 낙서 논란
[편집]
2019년 자신의 인스타그램에 뜬금없이 래퍼
스윙스
의 얼굴사진에 낙서를 한 것을 게시해 논란이 되었다. 두 사람은 전혀 친분도 일면식도 없으며 (스윙스도 언급했다), 탑의 일방적인 행동이었기에 온라인상에서 무례하다며 큰 비난을 받았다. 탑은 이에 대해 어떤 해명도 사과도 하지 않았다.
이후 1년이 지나서도 이 사건이 끌어 올려지며 탑에 대한 비난이 쏟아지자, 스윙스는 자신의 인스타그램 스토리에 이 사건을 언급한뒤 '기분 나쁘지 않았다' 라며 탑에 대한 과도한 비판을 자제해 줄 것을 당부했다.
기사
3.3.2.
BIGBANG 부정 논란
[편집]"
YG,빅뱅,탑,2023년 6월 2일,"2023년 6월 2일, 디스패치를 통해 탈퇴 소식이 전해졌으나, 손편지나 SNS를 통한 직접적인 입장 표명이 없어 팬들에게 실망을 안겼다. 이후 네이버 프로필에서 데뷔 년도를 2010년에 발매된 본인의 솔로 앨범인
Turn It Up
으로 수정하고 프로필 음악과 수상 경력에서도 빅뱅의 흔적을 삭제하였으며 이외에도 '빅뱅'이라는 수식어가 붙은 자신의 기사
[3]
에 가위
[4]
표시해 인스타그램에 게시하며 빅뱅을 부정하는 듯한 모습을 보였다."
YG,빅뱅,탑,2024년 8월 19일,"2024년 8월 19일, 자신의 인스타그램을 태그한 팬 계정과
BIGBANG
멤버들을 차단하는 일이 벌어졌다. 특히 이 시기가 빅뱅의 데뷔 18주년과 겹쳐, 그가 빅뱅의 일원이었음을 부정하는 듯한 행보로 더욱 논란이 되었다."
YG,빅뱅,탑,2025년 1월 16일,"2025년 1월 16일에 공개된 인터뷰에서 그 이유를 털어놓았는데, 빅뱅을 탈퇴한 것은 대마초 사건 때문에 멤버들에게 죄책감을 느껴서이고, SNS에서 그를 빅뱅 그룹 사진에 태그한 팬들의 계정을 일일이 찾아다니면서 차단했던 데 대해서는 ""헤어진 가족사진을 보는 것이 괴로워서 그랬다.""라고 말했다. 그는 ""빅뱅을 제 인생에서 지우고 싶은 것은 전혀 아니다.""라며 ""빅뱅 멤버들은 찬란하고 아름다운 20대를 함께 한 가족 같은 존재들이기 때문에 함께 했던 사진을 보는 심정은 당사자가 아니면 모를 만큼 괴롭다.""라고 운을 뗐다. 그러면서 ""지금까지도, 앞으로도 빅뱅 멤버들에게는 미안한 마음밖에 없다.""라고 덧붙였다.
#
[1]
의경 복무 117일, 나머지 기간 520일.
[2]
배치되기 전까지 군 복무는 당연히 정지되며 정지 기간은 군복무로 인정되지 않는다.
[3]
빅뱅 글자 위
[4]
X
이 문서의 내용 중 전체 또는 일부는
BIGBANG/논란 및 사건 사고
문서의
r758
판,
2.2번 문단
에서 가져왔습니다.
이전 역사 보러 가기
성북구 관절척추, 더서울병원
theseoulhospital.com
서울대출신의료진, 정형외과(어깨,무릎,족부,수부,외상), 척추외과, 내과, 검진
가야건축디자인학원 공식
www.gayain.kr
포트폴리오
수강료조회
커리큘럼
예약할인
건축디자인 26년 경력의 전문강사진,  1:1 맞춤형 개인진도, 수강료 40%할인
서울야식 운남양꼬치 Go!
m.place.naver.com/restaurant/1255960333
서울야식 유튜브에 나온 인기맛집! 양고기, 마라요리, 중국본토요리 전문점
이 저작물은
CC BY-NC-SA 2.0 KR
에 따라 이용할 수 있습니다. (단, 라이선스가 명시된 일부 문서 및 삽화 제외)
기여하신 문서의 저작권은 각 기여자에게 있으며, 각 기여자는 기여하신 부분의 저작권을 갖습니다.
나무위키는 백과사전이 아니며 검증되지 않았거나, 편향적이거나, 잘못된 서술이 있을 수 있습니다.
나무위키는 위키위키입니다. 여러분이 직접 문서를 고칠 수 있으며, 다른 사람의 의견을 원할 경우 직접 토론을 발제할 수 있습니다.
장제원
노엘
만우절
김수현
폭싹 속았수다
윤석열
김유찬
마르티나(이터널 리턴)
이파리
박원순
장제원
쁘띠하루
22초 전
It's Only Me
22초 전
It's Only Rock 'n Roll
22초 전
쁘라윳 짠오차
22초 전
야스케 시뮬레이터
24초 전
It's Okay
24초 전
쁘띠쁘띠 뮤즈
24초 전
It's Now or Never
25초 전
쁘띠몬
25초 전
쁘띠빵빵
25초 전
'성폭력 피소' 장제원 전 의원 숨진 채 발견…현장에 유서(종합2보)
尹대통령 '운명의 날'…헌재 탄핵심판 4일 오전 11시 선고(종합)
방콕지진서 무너지는 52층 다리 뛰어넘은 한국인…""가족 구하려""
심즈5 부재가 인조이에게는 기회?...김형준 디렉터가 말하는 심즈와의 경쟁
김수현, '120억 손배소'·카톡 분석 역효과?…'김수현 방지법' 청원 등장 [엑's 이슈]
더 보기
namu.wiki
Contáctenos
Términos de uso
Operado por umanle S.R.L.
Hecho con ❤️ en Asunción, República del Paraguay
Su zona horaria es
Asia/Seoul
Impulsado por the seed engine
This site is protected by reCAPTCHA and the Google
Privacy Policy
and
Terms of Service
apply. This site is protected by hCaptcha and its
Privacy Policy
and
Terms of Service
apply.
미래로"
YG,빅뱅,태양,,nan
YG,빅뱅,지드래곤,2011년 10월 5일,"2011년 10월 5일, 지드래곤이 대마초 흡연으로 조사를 받았다는 기사가 올라와 팬들과 대중에게 충격을 주었다. 검찰 발표에 따르면 3개월 전 누군가의 첩보에 따라 검찰이 지드래곤을 조사하였고, 모발에서 대마초 양성반응이 검출되었다. 그러자 지드래곤은 5월에 대마를 흡입하였다는 사실을 시인, 검찰에서 소변 검사와 모발 검사를 한 결과 소변 검사는 음성, 모발에서는 극미량의 양성 반응만 나온 것으로 판정됐다.
지드래곤은 검찰 조사에서, 지난 5월 중순 공연을 위해 일본을 방문했을 때 참석한 일본 연예계 관계자들과의 파티에서, 술에 취해있을 때 어떤 일본인이 준 궐련형 담배 형태의 대마초를 담배로 착각하여 흡입했고 직후 이상함을 느끼고 버렸다고 진술했다. 검찰은 지드래곤이 기소유예 판정을 받은 것에 대해 구입기록이 전혀 없으며 고의적으로 대마초를 흡연한 것이 아니라는 사실과 상습이 아닌 초범이고,
양형 처리 기준에 미달하는 극소량
만 검출되어 어린 나이의 대학생인 점과 진심으로 반성하고 있는 점을 고려해
불기소
(
기소유예
) 처분
을 내렸다고 밝히며 ""지드래곤이 초범이고 흡연 횟수가 1회에 불과한 경우 통상적으로 기소유예 처분이 내려진다""고 전했다. 지드래곤은 당시 만취 상태였고 대마와 담배를 구분 못할 정도였다고 한다.
빅뱅 GD가 밝히는 대마초 사건의 전말
힐링캠프 | SBS ENTER
이후 지드래곤은
SBS
<
힐링캠프
>에 직접 출연, 해당 사건에 대해 일본 콘서트가 성황리에 끝나고 뒤풀이 자리에서 모르는 사람이 한 번 피워보라고 준 물건을 담배라고 착각하고 한 번 흡입했는데 이상해서 바로 버렸다고 한다. 근데 그게 알고 보니 대마초였으며  당시 장소가 어두웠고, 형태마저 본인이 피우는 담배와 비슷했기에 일어난 착오였다고 해명했다. 이후 연예인 관련 대마초 사건이 터졌을 때 G-DRAGON도 다른 연예인들과 함께 불시 검사를 받았으나 모두 음성 반응이 나왔으며 이후 10년간 관련 사건 없이 음악 활동을 해왔다.
이에 대해 네티즌들이 의문을 제기했다. 대마초를 한 번 흡입하고 버렸는데 어떻게 대마초가 검출이 됐는가에 대한 의문이 많았다. 사실 마약 검출 여부는 체질에 따라 다르다고 하며 극소량이라도 검출될 수 있다고 한다.
국과수의 마약 수사 과정을 취재한 기사
를 보면 사람의 체질에 따라 변수가 있다
[1]
,
다른 기사
에서는 체질에 따라 달라서 확답을 내리기 어렵다는 답변이 나왔다고 한다.
사건 직후인"
YG,빅뱅,지드래곤,2011년 10월 10일,"2011년 10월 10일에 방송된 MBC '기분 좋은 날'에 언급된 국과수 직원의 발언에 따르면, '한 번을 흡입해서도 검출되는 사례가 있다'고 한다. 모발에 대마 성분이 잔류하는 기간이 모두 똑같이 정해진 것이 아니라는 것. 즉, 어떤 사람은 실제로 대마를 피우고도 모발 검사에 안 걸리고 무사히 빠져나갈 수 있지만, 그렇다고 '딱 한 번만 피우고 두어 달이 지났으니 나는 안 걸리겠지'라고 안심할 수도 없다는 것.
[2]
2.
논란
[편집]
2.1.
개인 콘서트의 선정성 논란
[편집]
2009년 지드래곤의 첫 단독 콘서트 중 성행위를 연상 시키는 퍼포먼스가 논란이 되었다. 콘서트는 12세 관람가였고, 관객
대부분이 10대
였다.
문제가 된 퍼포먼스는 'Breathe'라는 곡에서였는데, 이 곡은 꿈 속에서 이상형을 만난 상황을 묘사한 내용이었다. 무대를 이동하던 G-DRAGON이 여자 댄서의 근처로 가자 누워있던 침대가 장치로 인해 세워지고, 붉은 조명에 남녀가 가까운 장면이 연출되며 이후 지드래곤과 여자 댄서가 다리를 포개고 스피커로는 남녀의 신음소리가 흘러나오는 퍼포먼스를 벌였다.
다음 곡인 ‘She's Gone’에서도 논란이 있었다. 스크린을 통해 표출된 영상에서 한 여인을 쫓아 칼로 찌르는 듯한 장면을 그림자를 통해 간접적으로 보여졌다. 이후 펼쳐진 피를 흘리며 쓰러져 있는 여성의 모습과 피 묻은 지드래곤의 얼굴이 확대되는 장면이 연출되었다.
이 논란으로
YG엔터테인먼트
의 공연팀장은 300만 원의 벌금을 물었고 공연음란혐의는 적용되지 않았다.(
검찰의 입건 유예 기사
)
이후 콘서트 DVD는 15세 이상 관람가 버전과 무삭제판이 따로 발매되었다.
2.2.
USB 음반 발매 논란
[편집]
관련 기사
대한민국 주류 가요계에서는
김장훈
에 이어 두 번째로 USB 앨범을 발표하였는데,
[3]
CD 앨범이 아닌 USB 형식의 앨범을 30,000원에 판매를 시작했다. USB의 안에는 음원 파일이 아니라 스트리밍 링크가 들어있다. 이와 관련하여 여러 비난이 발발했다. 문화체육관광부에서도 음이 유형물에 고정된 것이 음반의 정의이기 때문에 링크로 다운을 받는 형식의 USB 음반은 음반으로 인정할 수 없다고 못박았었다. 하지만 이 앨범을 기점으로 USB 또한 음반으로 인정받았다. 가온차트에서도 이 앨범을 음반으로 인정하지 않았었지만 그 다음해인 2018년부터 USB도 음반으로 인정하였다.
지드래곤은
인스타그램
에 'What The Problem?'이라며, ""누군지도 모르는 어떠한 사람의 결정에 따라 아티스트의 작업물이 겨우 '음반이다/아니다'로 나뉘면 끝인 걸까?""라는 반응을 내놓았다. 지드래곤의 주장에 따라 시대가 변하면서 이제는 극히 사용하는 사람이 드물거나 없는 카세트테이프, LP, CD가 아닌 새로운 USB 형태의 음반을 시도한 것은 긍정적으로 바라볼 수 있다. 물론 지금까지 이러한 형태의 음반이 없던 데는 다 이유가 있긴 하다.
[4]
다만 새로운 시도라는 USB 앨범의 퀄리티에 논란이 들끓었다. 구매했던 한 일본 팬이 USB에 칠해진 빨간 페인트가 손으로만 만져도 벗겨져 손에 빨간 페인트가 묻어났다는 SNS글을 게시하였고, 이 글이 각종 커뮤니티에 퍼져나갔다.
[5]
관련 정보
. 본래 빨간 페인트는 컨셉
[6]
에 맞춰 핏덩이의 느낌을 주기 위해 일부러 지워지도록 만든 것이다. 일각에서는 빅뱅의 ALIVE 피지컬 앨범을 컨셉에 맞게 일부러 녹이 생기도록 만든 것처럼, 이 앨범 또한 하나의 예술 작품처럼 바라봐야 한다는 의견이 있다. 다만 ALIVE 피지컬 앨범 또한 굳이 실제로 녹슬게 만들어야 했냐며 논란이 많았다.
[7]
일부 커뮤니티에선 매번 음원을 듣기 위해 손에 빨간 페인트를 묻혀야 하냐며 불만을 토로했다. 의도한 것이든 아니든 불편을 초래해야 하는 것이냐는 의견이다.
이후 USB 앨범 작업장 사진이 올라오면서 빨간 페인트의 정체가
마커
인 게 밝혀졌다. 나무 틀에 USB 수십 개를 넣고 마커로 칠한 것이다. USB 본체는 4GB 용량의 중국산 제품으로 밝혀졌다.
[8]
컨셉과는 별개로 과연 3만 원 가량의 앨범 가격에 걸맞은 품질이냐는 것에 불만을 갖는 의견들이 올라왔다. 사실 이 또한 음반 제작에 대한 대중들의 몰이해에서 비롯된 것인데, 음반 제작에는 생각 이외로 많은 비용이 투자된다. 본 앨범만 해도 지드래곤뿐만이 아닌 여러 아티스트들이 참여하여 제작을 거쳤고, 이들은 절대 공짜로 참여한 것이 아니다. 설령 지드래곤이 다른 아티스트의 참여 없이 오로지 본인 프로듀싱 100%로 제작을 했다고 해도, 믹싱 및 마스터링 작업에는 전문 엔지니어들이 참여한다. 만약 정말로 앨범의 시작부터 끝까지 모든 작업을 지드래곤 한 사람이 전담했다고 해도, 지드래곤에겐 음반을 제작하는 시간에 방송이나 콘서트 등으로 낼 수 있었을 수익을 매길 권리가 있다. 만약 지드래곤이 인지도 0의 신인이었다면 적자를 보더라도 음반을 최대한 많이 팔아서 인지도를 늘리는 것이 우선이겠으나, 이미 아티스트로서 많은 것을 이룩한 지드래곤이 본인의 예상 수익을 어떻게 매길지는 본인 선택인 것이다.
USB 안에는 음원을 들을 수 있는 사이트로 연결된 링크 하나가 들어있다. 지드래곤 측은 지속적인 업데이트를 위해 링크 형태로 제공한 것이라 밝혔다. 이후 지드래곤의 생일에 맞춰 링크를 통해 신곡 '개소리'의 뮤직비디오가 공개되었다.
3.
G-DRAGON이 피해자인 경우
[편집]
3.1.
표절 시비
[편집]
줄곧 표절에 대해 의혹이 존재했으나, 지드래곤의
첫 번째 솔로 앨범
출시를 앞두고 맛보기로 각각 30초 가량 공개한 'Heartbreaker', 'Butterfly', '소년이여' 세 곡에 표절 시비가 붙으며 논란이 더욱 커졌다.
#
해당 의혹곡 중 '소년이여'와
캐서린 맥피
의 'Not Ur Girl'을 비교해서 들어보면 알겠지만 사실 이것은 이전의 표절 의혹으로 인한 안티가 늘어난 후폭풍이기도 하다. 한 번 표절 의심이 터지고 나니까 ''설마 이것도 표절 아냐?""라고 일단 의심부터 하고 보았던 것. 이를 방증하듯 '소년이여' 표절 의혹은 너무나도 아니었기에 앞의 두 곡에 비해 빠르게 묻혔다. 'Heartbreaker' 이전에 'This Love
[9]
'나 '거짓말'로 표절 논란을 겪어 표절에 대한 의심의 정도가 높아졌는데, 거기에 'Heartbreaker' 사건으로 표절 이미지에 쐐기를 박았던 것이다.
이 표절 논란 당시 극성 안티팬들은 빅뱅 탈퇴 서명부터 시작해서
자살 서명운동
,
사지 절단 서명운동
등의 게시물을 올려댔고 길거리에 지드래곤을 욕하는 종이가 붙어있기도 했으며 인터넷상에서는 입에 담기도 힘든 온갖 욕들이 난무 하기도 했다.
#
심지어는
자살하라는 악플
에 당시 어린 나이인
21살
이던 지드래곤이 굉장히 견디기 힘들었다고 밝혔다.
'Butterfly'는
오아시스
의 'She's Electric'와
흡사하다
는 의혹이 있었다. 표절 시비는 정당한 경우도 있지만 부풀려진 경우도 있는데, 네티즌들이 만든 짤방 중에 오아시스가
BIGBANG
을 무시하며(혹은 사람들이 빅뱅과 오아시스를 비교하는 짤방) 돈 뜯을 거리 생겼다고 함박웃음을 짓는 짤이 바로 그러한 경우로, 실상은 조금 다르다. 오아시스는 표절 관련 사항에 대해서 상당히 관대한 편이다.
노엘 갤러거
가 '누가 우리 곡을 베껴도 상관 없다.'라는 말을 할 정도.
[10]
이는 오아시스 그 자체도 다른 곡에서 따와서 곡을 만드는 작업 방식을 해왔기 때문인데, GD가 표절했다고 의심받은 'She's Electric'도
비틀즈
의 명곡들을 이것저것 짜집기(혹은 오마주)해서 만든 곡이다. 이걸 가지고 표절 소송 운운한다면 그것 자체가 적반하장인 것. 비슷하다고 의혹이 제기된 후렴 부분(즉, 'She's Electric'의 후렴)은
조지 해리슨
의 명곡
While My Guitar Gently Weeps
의 0:50초부터 시작하는 부분과 흡사하다. 그럼에도 하도 오아시스의 이미지와 일치해서인지, '노엘이 1초만 표절해도 수십억 뜯어간다고 했다.'라는 식의 루머가 금세(금시에) 퍼져나갔다.
'Heartbreaker'는
플로 라이다
의 'Right Round' 한국 홍보를 맡고 있는 소니ATV 한국지사로부터 표절 경고장을 받았는데 이 때문에 이미 표절이 확정된 것처럼 루머가 퍼져나갔다. 그러나 해당 경고장은 아무런 법적인 효력이 없는 형식적인 서류일 뿐이고 YG 측은 이를 두고 '단지 매우 적은 지분을 가지고 있는 소니ATV가 도대체 무엇을 대표할 수 있느냐'며 표절 시비에 대한 논란 대상자(원작자)의 답변을 요구하였다. 하지만 이후
소니 ATV 측의 답은 없었다.
(관련 기사
#1
#2
) 그러다 2010년 3월
Heartbreaker를 플로 라이다 측에서 피쳐링해주기로 결정났다.
양현석
의 말에 따르면 2009년 10월 경 플로 라이다 내한 공연 당시 접촉하여 의견을 묻고 피처링이라는 강수를 내밀었고, 11월경 피처링을 진행하였다고 한다. 플로 라이다는 피처링뿐만 아니라
표절하지 않았다고 생각한다
고 직접 밝혔다.
'거짓말'의 경우, 논란 상대자인
프리템포
의 저작권을 담당하는 일본 회사 측에서 검토한 결과
전혀 문제가 없는 곡이다
라는 답변을 받았다.(
관련 기사
) 오히려 일본 회사 측에서 해당 논란이 생긴 YG 측을 걱정하는 전화를 했다고 한다. 이후 원작자인 프리템포 역시 거짓말에 대해
들어본 적이 있다. 내 노래를 참고해서 만든 게 아닌가 하는 생각이 들어 기뻤다
라며 표절이 아닌 적법한
레퍼런스
임을 공식적으로 긍정하고 문제 제기를 하지 않았다.
'This Love'에 대해서도 '
Maroon 5
의 This Love'를 표절한 것이라고 알고 있는 사람들이 있는데, 이것은 Maroon 5의 곡을
YG엔터테인먼트
측에서 정식으로 허가 받고 샘플링한 것이다. 사실 이 곡은 지드래곤이 데뷔 전에 연습용으로 'Maroon 5 - This Love'의 MR을 다운받아 가사를 붙이고 멜로디를 새로 만든 곡으로, 빅뱅 데뷔 전 찍은 리얼 다큐멘터리에 실리면서 좋은 반응을 얻게 되어 앨범에 들어간 것이다. 이 다큐멘터리에서도 이미 'Maroon 5 - This Love'를 샘플링했다는 자막이 있다. 이런 설명에 대해서 앨범에는 왜 원 저작자를 표기하지 않았느니 하는 시비가 있지만, 이는 사실과 다르다. (
G-DRAGON의 샘플링 관련 오해들
) 앨범 부클릿에 병행하여 표기되어 있으며 작사/작곡자를 지드래곤 이름으로 표기한 것은 실제로 지드래곤이 Maroon 5 곡의 반주 위에 새로 가사와 멜로디를 붙였기 때문이고 저작권협회에서는 본 곡의 저작권자로 Maroon 5 멤버들의 이름만이 올라가 있다. 또 이를 보고 2차 창작자인 빅뱅 측이 저작권을 포기하고 샘플 제공자인 Maroon 5에게 권리를 양도한다는 사실을 숨긴 것이라고 주장하는 이들도 있는데 이는 샘플링에 대한 무지에서 비롯된 것으로, 크레딧은 양자 간의 합의에 따라서 2차 창작자의 이름만 올린다든가 원작자와 2차 창작자의 이름을 같이 올린다든가 원작자의 이름만 올린다든가 등의 식으로 결정되는 것이다. 즉, 부클릿엔 지드래곤을 올리고 저작권협회에는 Maroon 5로 올린다는 것이 YG 측과 Maroon 5 측의 합의 결과라는 것이다.
지드래곤의 작곡 실력이 사람들의 의심을 받고, 항상 표절 논란에 시달리는 이유는 그의 작업 방식 때문이기도 하다. 사람들이 보통 생각하는 작곡가의 이미지는 악보에 하나하나 음계를 옮겨가며 작업하는 모습을 떠올리지만, GD의 경우에는 그렇지 않다. 2NE1 TV나 여타 다른 매체를 통해 비춰진 그의 작곡 방식은 기존에 스케치 수준으로 만들어진 트랙, 즉 힙합 장르에서 말하는 '
비트
[11]
'를 골라 그 위에 멜로디를 만들어내고 가사를 써내려가며 곡에 살을 덧붙이는 방식이다. 이는 전문 작곡가들과 편곡자들이 굉장히 많은 YG 회사의 영향이 크다고 볼 수 있을 것이다. 그렇기 때문에 그가 정통 '작곡가'이냐 아니냐의 논란이 일어나기도 하는데, 트랙 위에 대중들의 사랑을 받을 만한 멜로디를 써내려가는 것이 쉬운 일은 아니란 것을 염두에 두자. 그렇다고 YG의 언플만큼 천재 작곡가니 뭐니 하는 띄워주기는 자신도 부담스러워 한다니 그만두도록 하자. 사실 이러한 방식은
팝 음악
계에선 이미 꽤 오래전부터 보컬 멜로디 만드는 담당을 '탑라이너', 반주 만드는 담당을 '트랙메이커'라고 세분화하여 작업하고 있었다.
[12]
YG는 그것을 그대로 도입했을 뿐이고 당시 YG로 치면 탑라이너가 지드래곤, 트랙메이커가
용감한 형제
,
테디
인 것이다."
YG,빅뱅,지드래곤,2012년 9월 15일,2012년 9월 15일 발매한 EP One Of A Kind부터는 작곡 능력의 비판은 받지 않고 있다. G-DRAGON은 작곡가라기보다는 프로듀서에 가까운 것이 사실이다. 그리고
YG,빅뱅,지드래곤,2014년 11월 21일,"2014년 11월 21일에 발매한
GOOD BOY
에 G-DRAGON이 단독 편곡자로 이름을 올림으로서
비트메이킹
능력 또한 입증되었다.
3.2.
국군병원 특혜 입원 논란
[편집]
자세한 내용은
G-DRAGON 국군병원 특혜 입원 논란
문서를 참고하십시오.
결론은, 특혜 입원이 아니라 정당한 입원이었음이 확인되었고
의혹을 제기한 디스패치 측이 오히려 완패한 논란이다.
디스패치는 존재하지도 않는 대령병실 사진을 고묘하게 조작해가며 거짓된 기사를 보도했으며, 향후 대처에 관심이 쏠렸으나 아무 반론도 하지 않고 도망가버렸다.
3.2.1.
군대 내 스토킹 피해
[편집]
자세한 내용은
G-DRAGON 국군병원 특혜 입원 논란
문서의
G-DRAGON 관찰일지 논란
부분을 참고하십시오.
군생활을 하던 중 '지디 관찰일지'라고 적혀진 사진이 퍼졌는데 이 사진에는 신체사이즈, 속옷사이즈, 문신의 위치, 복용하는 약 등이 그려진 종이를 찍은 사진을 누군가 인스타에 올린 것. 이는 명백한
사생활 침해이며 스토킹 범죄 행위
이다. 사람을 동물 구경하듯이 관찰일지를 쓰냐며 어마어마한 비난을 받았다.
기사
3.3.
마약 투약 누명 사건
[편집]
자세한 내용은
G-DRAGON 마약 투약 누명 사건
문서를 참고하십시오.
기사실명제 하나로퀵 서울트럭
1577-3410.com
바로배송기사
배달퀵기사
가져오기배달
사다주기배달
기사실명제 하나로퀵 가전제품배송 학생원룸이사 선물배달 소상공인배송전문 서울트럭
상록수 화물차 차바닥
상록수.com
차바닥, 공구함,L자,문짝,유볼트,범퍼,갑바다이,하시라,던버클,나무다이,화물 용품
제주고소작업대
www.jejugoso.com
제주도 서귀포시 제주시 고소작업대 렌탈 임대 판매 A/S수리 전문업체 제주가가렌탈
[1]
흡연한 대마의 70%는 닷새 내에 배출되나
극미량의 지용성 성분이 체내에 축적되어 한 달 정도가 지난 뒤까지 검출되기도 한다.
참고로 현재 기술로는 1조분의 1그램에 불과한 극미량의 마약 성분도 알아낼 수 있다.
[2]
이곳
에서 다시 보기 서비스를 이용하면 23분부터 그 발언을 확인할 수 있다.
방송 캡처 화면으로도 확인할 수 있다.
[3]
김장훈 이전에
플라이 투 더 스카이
도 USB에 음원이 담긴 상품을 발매한 적이 있다. 한국의
인디밴드
에서도 이미 USB 앨범을 낸 경우도 있지만 대중적인 인지를 받지 못했다. 결론적으로 이 앨범을 기점으로 USB가 정식 음반으로 인정받았으니.
[4]
아날로그인 카세트테이프와 LP는 넘어가고 CD는 완전한 원음질의 음악을 담을 수 있는 유일한 매체이다. 물론 그에 거의 완전히 준하는 WAV와 FLAC 음원이 존재하므로 무손실 음원을 USB에 담으면 되기는 하나, 아티스트 입장에서는 굳이 더 비싼 단가로 앨범을 만들 필요가 없는 데다가 모험을 시도할 필요가 없기 때문이다.
[5]
지드래곤의 팬들은 그걸 왜 지웠냐며 비난을 하는 무개념 행동을 보이기도 했다.
[6]
앨범의 컨셉은 지드래곤의 두번째 월드 투어 이름과 같은 '모태'이며 이것이 USB에 지드래곤이 태어난 당시 지드래곤의 어머니가 직접 적은 생년월일과 권지용 이름이 각인된 이유이다.
[7]
녹이 인체에 유해하다는 것은 상식이다.
[8]
해당 USB와 비슷한 품질의 제품들은 2~3천 원에 판매되고 있다.
[9]
샘플링이었으나 당시 샘플링에 대한 대중의 인식의 문제로 말도 안 되는 표절 시비가 불거졌다.
[10]
이 루머는 오아시스가
코카콜라
CF 표절건에서 4초 표절이 인정되어 벌금으로 5억을 뜯기자
노엘
이 열받아 ""어떤 개새끼든 내 노래 1초라도 표절한 거 걸리기만 해봐. 아주 거지 새끼로 만들어줄 테니.""라는 발언을 했다는 것이 전제인데, 실은 노엘은 그런 말한 적이 없고, 이와 같이 끼어서 설명되는 ""개새끼들. 나 이제
펩시
만 먹는다.""라는 발언만 사실이다.
[11]
비트를 만드는 일은 편곡자가 하는 것이다. 힙합의 '비트'는 일반 노래로 치면 '반주'에 해당한다. 한편 반주를 만드는 사람이 편곡자인 것처럼, 힙합의 '비트'를 만드는 사람은
비트메이커
로 불린다.
[12]
케이팝
도 이제는 이런 작업 방식이 대중화되었다.
이 저작물은
CC BY-NC-SA 2.0 KR
에 따라 이용할 수 있습니다. (단, 라이선스가 명시된 일부 문서 및 삽화 제외)
기여하신 문서의 저작권은 각 기여자에게 있으며, 각 기여자는 기여하신 부분의 저작권을 갖습니다.
나무위키는 백과사전이 아니며 검증되지 않았거나, 편향적이거나, 잘못된 서술이 있을 수 있습니다.
나무위키는 위키위키입니다. 여러분이 직접 문서를 고칠 수 있으며, 다른 사람의 의견을 원할 경우 직접 토론을 발제할 수 있습니다.
장제원
노엘
만우절
김수현
폭싹 속았수다
윤석열
김유찬
마르티나(이터널 리턴)
이파리
박원순
장제원
쁘띠하루
38초 전
It's Only Me
38초 전
It's Only Rock 'n Roll
38초 전
쁘라윳 짠오차
38초 전
야스케 시뮬레이터
40초 전
It's Okay
40초 전
쁘띠쁘띠 뮤즈
40초 전
It's Now or Never
41초 전
쁘띠몬
41초 전
쁘띠빵빵
41초 전
'성폭력 피소' 장제원 전 의원 숨진 채 발견…현장에 유서(종합2보)
尹대통령 '운명의 날'…헌재 탄핵심판 4일 오전 11시 선고(종합)
방콕지진서 무너지는 52층 다리 뛰어넘은 한국인…""가족 구하려""
심즈5 부재가 인조이에게는 기회?...김형준 디렉터가 말하는 심즈와의 경쟁
김수현, '120억 손배소'·카톡 분석 역효과?…'김수현 방지법' 청원 등장 [엑's 이슈]
더 보기
namu.wiki
Contáctenos
Términos de uso
Operado por umanle S.R.L.
Hecho con ❤️ en Asunción, República del Paraguay
Su zona horaria es
Asia/Seoul
Impulsado por the seed engine
This site is protected by reCAPTCHA and the Google
Privacy Policy
and
Terms of Service
apply. This site is protected by hCaptcha and its
Privacy Policy
and
Terms of Service
apply.
미래로"
YG,빅뱅,대성,2007년 7월 29일,"2007년 7월 29일, 전주에서 진행한
Want You Tour
콘서트 중
T.O.P
과 대성이 약 3m 높이의 무대에서 떨어지는 사고가 일어났다. 대성은 팔꿈치와 옆구리에 경증의 찰과상을 입었고, T.O.P은 오른쪽 다리 인대에 부상을 입었다.
이 문단의 내용 중 전체 또는 일부는
SBS 가요대전 웬디 추락 사건
문서의
r307
판,
5번 문단
에서 가져왔습니다.
이전 역사 보러 가기
2.2.
2009년 교통사고 피해
[편집]"
