월,김수현,정국,지드래곤,카이,슈가,육성재,승리,슬기,김현중,필릭스,나연,아이린,윈터,써니,장동건,RM,유리,제니,리아,하루토,지젤,방찬,김채원,지효,태일,루카스,리사,서은광,유노윤호,정원,백현,쟈니,소연,예리,태용,택연,서현,이성경,우기,태연,찬열,시원,윤제문,정우성,홍은채,임현식,윤재혁,니키,이정재,지민,이창섭,구하라,준케이,제이,닝닝,수영,휘인,닉쿤,조슈아,이특,화사,희철,첸,도겸,이승훈,다니엘,대성,은혁,민규,탑,웬디,던,채영,민혁,송민호,민지,프니엘,신동,티파니,현진,해찬,윈윈,런쥔,슈화
2020-03,1,0,0,0,0,0,0,0,0,0,1,<1,0,<1,1,0,<1,2,0,0,0,0,0,0,0,0,<1,0,0,0,<1,0,0,0,0,0,0,1,0,<1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,<1,0,0,<1,0,0,0,<1,0,0,0,0,0,0,0,0,<1,0,0,0,0,0,0,0,0,0,0,0,0
2020-04,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,<1,1,0,0,0,0,0,0,0,0,<1,0,0,0,<1,0,0,0,0,0,0,1,0,<1,0,0,0,1,0,0,0,0,<1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<1,0,0,0,0,0,0,0,0,0,0,0,0
2020-05,1,0,0,0,0,0,0,0,0,0,1,0,0,0,<1,0,<1,1,0,0,0,0,0,<1,0,0,<1,0,0,0,<1,0,0,0,0,0,0,<1,0,<1,<1,0,0,1,0,0,0,0,<1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<1,0,0,<1,0,0,0,0,0,0,0,0,0,0,0,0
2020-06,4,0,0,0,0,0,0,0,0,0,1,0,0,0,<1,0,<1,1,0,0,0,0,0,<1,0,0,1,0,0,0,<1,0,0,0,0,0,<1,<1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<1,0,0,<1,0,0,0,0,0,0,0,<1,0,0,0,0
2020-07,6,0,0,0,0,0,0,<1,0,<1,1,<1,0,0,<1,0,<1,1,0,0,0,0,0,<1,0,0,1,0,0,0,<1,0,0,0,0,0,0,1,0,<1,0,0,0,1,0,0,0,0,1,<1,0,1,0,0,0,0,0,0,<1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020-08,4,0,0,0,0,0,0,0,0,0,1,0,0,0,<1,0,<1,2,0,0,0,0,0,0,0,0,1,0,0,0,<1,0,0,0,0,0,<1,<1,0,<1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,<1,0,0,0,0,0,0,0,0,0,<1,0,0,<1,0,0,0,0,0,0,0,<1,0,0,0,0
2020-09,2,0,0,0,0,0,0,0,<1,0,<1,0,0,0,<1,0,<1,1,0,0,0,0,0,0,0,0,<1,0,0,0,<1,0,0,0,0,0,<1,<1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,<1,0,0,0,0,0,0,0,0,0,<1,0,0,<1,0,0,0,0,0,0,0,<1,0,0,0,0
2020-10,2,0,0,<1,0,0,0,0,0,0,1,<1,<1,<1,1,0,0,2,0,0,0,0,0,<1,0,0,1,0,0,0,<1,0,0,0,0,0,<1,1,0,0,<1,<1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<1,0,0,<1,0,0,0,0,0,0,0,<1,0,0,0,0
2020-11,2,0,0,0,0,0,0,0,0,0,1,0,<1,0,<1,0,<1,1,0,0,0,0,0,<1,0,0,1,0,0,0,<1,0,0,0,0,0,0,<1,0,<1,<1,0,0,1,0,0,0,0,<1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<1,0,0,<1,<1,0,0,0,0,0,0,<1,0,0,0,0
2020-12,2,0,0,0,0,0,0,0,0,0,1,0,<1,<1,1,0,<1,1,0,0,0,0,0,<1,0,0,<1,0,0,0,<1,0,0,0,0,0,<1,<1,0,<1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,<1,0,0,0,0,0,0,0,0,<1,<1,0,0,<1,0,0,0,0,0,0,0,1,0,0,0,0
2021-01,2,0,0,0,0,0,0,0,<1,0,<1,0,0,0,1,0,<1,1,0,0,0,0,0,0,0,0,<1,0,0,0,0,0,0,0,0,0,<1,<1,0,<1,0,0,0,2,0,0,0,0,1,0,0,<1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<1,0,0,<1,0,0,0,0,0,0,0,1,0,0,0,0
2021-02,2,0,0,0,0,0,0,0,0,0,<1,0,<1,0,1,0,0,1,0,0,0,0,0,0,0,0,<1,0,0,0,<1,0,0,0,0,0,0,<1,0,<1,0,0,0,1,0,0,0,0,1,0,0,<1,0,0,0,0,0,0,<1,0,0,0,0,0,0,0,0,0,<1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2021-03,1,<1,0,0,0,0,0,0,0,0,<1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,<1,0,0,0,<1,0,0,0,0,0,<1,<1,0,<1,0,0,0,1,0,0,0,0,<1,0,0,<1,0,0,0,<1,0,0,0,0,0,0,0,0,0,0,0,0,<1,0,0,<1,0,0,0,0,0,0,<1,<1,0,0,0,0
2021-04,4,0,0,0,0,0,0,0,0,0,<1,0,0,0,<1,0,0,1,0,0,0,0,0,0,0,0,<1,0,0,0,0,0,0,0,0,0,<1,<1,0,0,0,0,0,1,0,0,0,0,<1,<1,0,<1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<1,0,0,<1,0,0,0,0,0,0,0,<1,0,0,0,0
2021-05,1,0,0,0,0,0,0,0,0,0,<1,0,<1,0,1,0,<1,1,0,0,<1,0,0,0,0,0,<1,0,0,0,0,0,0,0,0,0,0,<1,0,<1,0,0,0,1,0,0,0,0,1,<1,0,<1,0,<1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<1,0,0,0,0,0,0,0,0,0,0,<1,0,0,0,0
2021-06,1,0,0,0,0,0,0,0,0,0,<1,0,1,<1,<1,0,<1,1,0,0,0,0,0,0,0,0,<1,0,0,0,0,0,0,0,0,0,0,<1,0,<1,0,0,0,1,0,0,0,0,1,0,0,<1,0,0,<1,0,0,0,<1,0,0,0,0,0,0,0,0,0,<1,0,0,0,0,0,0,0,0,0,0,<1,0,0,0,0
2021-07,1,0,0,0,0,0,0,0,0,0,<1,0,1,0,<1,0,<1,1,0,0,0,0,0,0,0,0,<1,0,0,0,0,0,0,0,0,0,0,<1,0,<1,0,0,0,1,0,0,0,0,1,0,0,<1,0,<1,0,0,0,0,0,0,0,0,0,0,0,0,0,<1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08,1,0,0,0,0,0,0,0,<1,0,<1,<1,1,0,1,0,<1,1,0,0,0,0,0,0,0,0,<1,0,0,0,<1,0,0,0,0,0,0,<1,0,0,0,0,0,1,0,0,0,0,1,<1,0,<1,0,0,0,0,0,0,0,0,0,0,0,<1,0,0,0,0,0,0,<1,<1,0,0,0,0,0,0,0,<1,0,0,0,0
2021-09,2,0,0,0,0,0,0,0,0,<1,<1,0,<1,<1,1,0,<1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,<1,<1,0,<1,0,0,0,1,0,0,0,0,1,0,0,<1,0,0,0,<1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<1,0,0,0,0,0,0,0,0,0,0,0,0
2021-10,1,0,0,0,0,0,0,0,0,0,<1,0,1,0,<1,0,0,1,0,0,<1,0,0,0,0,0,<1,0,0,0,0,0,0,0,0,0,0,<1,0,0,0,0,0,1,0,0,0,0,2,0,0,<1,0,0,0,0,0,0,<1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<1,0,0,<1,0
2021-11,2,0,0,0,0,0,0,0,0,0,<1,0,1,0,<1,0,<1,1,0,0,<1,0,0,0,0,0,<1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,<1,0,0,0,0,0,0,<1,0,0,0,0,<1,0,0,0,0,<1,0,0,<1,0,0,0,0,0,0,0,<1,0,0,0,0
2021-12,2,0,0,0,0,0,0,0,0,0,<1,0,1,0,1,0,<1,1,0,0,<1,0,0,<1,0,0,<1,0,0,0,0,0,0,0,0,0,0,<1,0,0,0,0,0,1,0,0,0,0,1,0,0,<1,0,<1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<1,0,0,<1,0,0,0,0,0,0,0,<1,0,0,0,0
2022-01,1,0,0,0,0,0,0,0,<1,<1,<1,0,1,0,<1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<1,<1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,<1,0,0,0,0,<1,0,0,0,0,<1,0,0,0,0,<1,0,0,<1,0,0,0,0,0,0,0,0,0,0,0,0
2022-02,2,0,0,0,0,0,0,0,<1,0,<1,0,1,0,<1,0,<1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,<1,0,<1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<1,0,0,<1,0,0,0,0,0,0,0,0,0,0,0,0
2022-03,1,0,0,0,0,0,0,0,<1,0,<1,0,<1,0,1,0,0,1,0,0,0,0,0,0,0,0,<1,0,0,0,0,0,0,0,0,0,0,<1,0,<1,0,0,0,1,0,0,0,0,1,0,0,<1,0,<1,0,0,0,0,<1,0,0,0,0,0,0,0,0,0,<1,0,0,<1,0,0,0,0,0,0,0,0,0,0,0,0
2022-04,1,0,0,<1,0,0,<1,0,<1,<1,<1,<1,<1,0,1,0,<1,1,0,0,0,0,<1,0,0,0,<1,0,0,0,0,0,0,0,0,0,0,1,0,<1,0,0,0,1,0,0,0,0,1,0,0,<1,0,0,0,0,0,0,<1,0,0,0,0,0,0,0,0,0,<1,0,0,0,0,0,0,0,0,0,0,<1,0,0,0,0
2022-05,1,0,0,0,0,0,0,0,0,0,<1,0,<1,0,<1,0,<1,1,0,0,0,0,1,0,0,0,<1,0,0,0,0,0,0,0,0,0,<1,1,0,<1,0,0,0,1,<1,0,0,0,1,0,0,<1,0,<1,0,0,0,0,<1,0,0,0,0,<1,0,0,0,0,<1,0,0,<1,0,0,0,0,0,0,0,<1,0,0,0,0
2022-06,1,0,0,0,0,0,0,0,0,0,1,0,<1,<1,1,0,<1,1,0,0,0,0,<1,0,0,0,<1,0,0,0,0,0,0,0,0,0,0,<1,0,<1,0,0,0,1,0,0,0,0,1,0,0,<1,0,0,0,0,0,0,<1,0,0,0,0,0,0,0,0,0,<1,0,0,<1,0,0,0,0,0,0,0,<1,0,0,0,0
2022-07,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,<1,<1,<1,0,0,0,<1,<1,0,0,<1,0,0,0,0,0,0,0,0,0,<1,<1,0,<1,0,0,0,1,0,0,0,0,1,0,0,<1,0,<1,0,0,0,0,<1,0,0,0,0,<1,0,0,0,0,<1,0,0,<1,0,0,0,0,0,0,0,<1,0,0,0,0
2022-08,1,0,0,0,0,0,0,0,0,0,<1,0,<1,<1,<1,0,1,<1,0,0,0,0,<1,<1,0,0,<1,0,0,0,0,0,0,0,0,0,<1,<1,0,<1,0,0,0,2,0,0,0,0,2,0,0,<1,0,<1,0,<1,0,0,<1,0,0,0,0,<1,0,<1,0,<1,<1,0,0,<1,0,0,0,1,0,0,<1,<1,0,0,0,0
2022-09,1,0,0,0,0,0,0,0,<1,0,<1,0,<1,0,<1,0,<1,1,0,0,0,0,<1,0,0,0,<1,0,0,0,0,0,0,0,0,0,<1,<1,<1,<1,0,0,0,1,0,0,0,0,2,0,0,<1,0,0,0,0,0,0,<1,0,0,0,0,<1,0,0,0,0,<1,0,0,<1,0,0,0,1,0,0,0,0,0,0,0,0
2022-10,1,0,0,0,0,0,0,0,<1,0,<1,0,<1,<1,1,0,<1,1,0,0,0,0,<1,0,0,0,<1,0,0,0,0,0,0,0,0,0,0,0,0,<1,0,0,0,1,<1,0,0,0,1,0,0,1,0,0,0,<1,0,0,<1,0,0,0,0,0,0,0,0,0,<1,0,0,0,0,0,0,<1,0,0,0,<1,0,0,0,0
2022-11,1,0,0,0,0,0,0,0,<1,<1,<1,0,<1,0,<1,0,<1,<1,0,0,0,0,1,<1,0,0,<1,0,0,0,0,0,0,0,0,0,0,<1,0,<1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,<1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,<1,0,0,0,<1,0,0,0,0
2022-12,1,0,0,0,0,0,0,0,<1,<1,<1,0,<1,0,<1,0,<1,<1,0,0,0,0,<1,0,0,0,<1,0,0,0,0,0,0,0,0,0,<1,<1,0,<1,0,0,<1,1,<1,0,0,0,1,0,0,1,0,<1,0,0,0,0,0,0,0,0,0,0,0,<1,0,0,0,0,<1,<1,0,0,0,<1,0,0,0,<1,0,0,0,0
2023-01,1,0,0,<1,0,0,0,0,0,<1,<1,0,<1,0,1,0,<1,1,0,0,0,0,<1,0,0,0,<1,0,0,0,0,0,0,0,0,0,0,<1,0,<1,0,0,0,1,<1,0,0,0,1,0,0,1,0,<1,0,0,0,0,<1,0,0,0,0,0,0,<1,0,0,<1,0,0,<1,0,0,0,<1,0,<1,0,<1,0,0,0,0
2023-02,1,0,0,0,0,0,0,0,<1,<1,<1,0,<1,0,<1,0,<1,<1,0,0,0,0,<1,0,0,0,<1,0,0,0,0,0,0,0,0,0,0,<1,0,0,0,0,0,1,0,0,0,0,1,0,0,<1,0,0,0,0,0,0,<1,0,0,0,0,0,0,0,0,0,<1,0,0,<1,0,0,0,<1,0,0,0,<1,0,0,0,0
2023-03,1,0,0,0,0,0,0,0,0,<1,1,0,<1,0,<1,0,<1,<1,0,0,0,0,<1,0,0,0,<1,0,0,0,0,0,0,0,0,0,0,<1,0,<1,0,0,0,1,0,0,0,0,<1,0,0,<1,0,0,0,0,0,0,<1,0,0,0,0,<1,0,0,0,0,<1,0,0,0,0,0,0,<1,0,0,0,<1,0,0,0,0
2023-04,1,0,0,0,0,0,0,0,0,0,<1,0,<1,0,<1,0,<1,<1,0,0,0,0,<1,0,0,0,<1,0,0,0,0,0,0,0,0,0,0,<1,0,<1,0,0,0,1,<1,0,0,0,1,0,0,1,0,0,0,0,0,0,<1,0,0,0,0,0,0,0,0,0,0,0,0,<1,0,0,0,<1,0,0,0,<1,0,0,0,0
2023-05,1,0,0,0,0,0,0,0,0,0,<1,0,<1,0,<1,0,<1,1,0,0,0,0,<1,0,0,0,<1,0,0,0,0,0,0,0,0,0,<1,1,0,0,0,0,0,1,<1,0,0,0,<1,0,0,<1,0,0,<1,0,0,0,<1,0,0,0,0,<1,0,<1,0,0,<1,0,0,0,0,0,0,<1,0,<1,0,<1,0,0,0,0
2023-06,1,0,0,0,0,0,0,0,<1,0,<1,0,<1,0,<1,0,<1,1,0,0,<1,0,<1,0,0,0,<1,0,0,0,<1,0,0,0,0,0,<1,<1,0,<1,0,0,0,<1,<1,0,0,0,<1,0,0,<1,0,0,0,0,0,0,<1,0,0,0,0,0,0,0,0,0,<1,0,0,0,0,0,0,<1,0,0,0,<1,0,0,0,0
2023-07,1,<1,0,0,0,0,0,0,<1,<1,<1,0,<1,0,<1,0,0,<1,0,0,0,0,<1,0,0,0,1,0,0,0,0,0,0,0,0,0,<1,<1,0,<1,0,0,0,1,<1,0,0,0,<1,0,0,<1,0,<1,0,0,0,0,<1,0,0,0,0,0,0,<1,0,0,<1,0,0,0,0,0,0,<1,0,0,0,<1,0,0,0,0
2023-08,1,0,0,0,0,0,0,0,<1,<1,<1,0,<1,0,<1,0,<1,<1,0,0,0,0,<1,<1,0,0,1,0,0,0,0,0,0,0,0,0,0,<1,0,<1,0,0,0,1,<1,0,0,0,<1,0,0,<1,0,0,0,<1,0,0,1,0,0,0,0,0,0,<1,0,0,<1,0,0,<1,0,0,0,<1,0,0,0,<1,0,0,0,0
2023-09,1,0,0,0,0,0,0,0,<1,<1,1,0,<1,0,<1,0,0,<1,0,0,0,0,<1,0,0,0,1,0,0,0,0,0,0,0,0,0,<1,<1,0,0,0,0,0,1,0,0,0,0,1,0,0,<1,<1,0,0,0,0,0,<1,0,0,0,<1,0,0,0,0,0,<1,0,0,0,0,0,0,<1,0,0,0,<1,0,0,0,0
2023-10,1,0,0,0,0,0,0,0,0,0,<1,0,<1,0,<1,0,<1,<1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,<1,0,0,0,0,0,1,0,0,0,0,<1,0,0,<1,0,0,0,0,0,0,<1,0,0,0,0,0,0,0,0,0,<1,0,0,0,0,0,0,<1,0,0,0,<1,0,0,0,0
2023-11,1,0,0,0,0,0,0,0,<1,<1,<1,0,<1,0,<1,0,<1,<1,0,0,0,<1,<1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,<1,0,0,0,0,0,1,0,0,0,0,1,0,0,<1,0,0,0,0,0,0,<1,0,0,0,0,0,0,0,0,0,<1,0,0,0,0,0,0,<1,0,0,0,<1,0,0,0,0
2023-12,1,0,0,0,0,0,0,0,<1,<1,<1,0,<1,0,<1,0,0,<1,0,0,0,0,<1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,<1,0,0,0,0,0,2,0,0,0,0,1,0,0,<1,0,<1,0,0,0,0,<1,0,0,0,0,0,0,<1,0,0,<1,0,0,0,0,0,0,<1,0,0,0,<1,0,0,0,0
2024-01,1,0,0,0,0,0,0,0,0,<1,<1,0,<1,0,<1,0,0,<1,<1,0,0,0,<1,0,0,0,<1,0,0,0,0,0,0,0,0,0,0,<1,0,<1,0,0,0,1,<1,0,0,0,<1,0,0,1,0,0,<1,<1,0,0,<1,0,0,0,0,0,0,0,0,0,<1,0,0,<1,0,0,0,<1,0,0,0,<1,0,0,0,0
2024-02,1,0,0,0,0,0,0,0,0,<1,<1,0,<1,0,<1,0,0,<1,0,0,0,0,<1,0,0,0,<1,0,0,0,0,0,0,0,0,0,<1,<1,0,0,0,0,0,1,0,0,0,0,<1,0,0,<1,0,<1,0,0,0,0,<1,0,0,0,0,0,0,0,0,0,<1,0,0,0,0,0,0,<1,0,0,0,<1,0,0,0,0
2024-03,13,0,0,0,0,0,0,<1,0,<1,<1,0,<1,0,<1,0,<1,<1,0,0,0,0,<1,<1,0,0,<1,0,0,0,0,0,0,0,0,0,0,<1,0,0,0,0,0,1,<1,0,0,0,1,0,0,<1,0,0,0,0,0,0,<1,0,0,0,0,<1,0,0,0,0,<1,0,0,<1,0,0,0,<1,0,0,0,<1,0,0,0,0
2024-04,10,0,0,0,0,0,0,0,0,0,<1,0,<1,0,<1,0,<1,<1,0,0,0,0,<1,0,0,0,<1,0,0,0,0,0,0,0,0,0,0,0,<1,0,0,0,0,<1,<1,0,0,0,1,0,0,<1,0,<1,0,0,0,0,<1,0,0,0,0,0,0,0,0,0,<1,0,0,0,<1,0,0,<1,0,0,0,<1,0,0,0,0
2024-05,6,0,0,0,0,0,0,0,<1,0,<1,0,<1,0,<1,0,<1,<1,0,0,<1,0,<1,0,0,0,<1,0,0,0,0,0,0,0,0,0,0,<1,0,0,0,0,0,1,<1,0,0,0,1,0,0,1,0,<1,0,0,0,0,<1,0,0,0,0,0,0,0,0,0,<1,0,0,0,0,0,0,<1,0,0,<1,0,0,0,0,0
2024-06,5,0,0,0,0,0,0,0,0,<1,<1,0,<1,0,<1,0,<1,<1,0,0,0,0,0,0,0,0,<1,0,0,0,0,0,0,0,0,0,<1,<1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,<1,<1,0,0,0,0,<1,0,0,0,<1,0,<1,0,0,<1,0,0,0,0,0,0,<1,0,0,0,0,0,0,0,0
2024-07,4,0,0,0,0,0,0,0,<1,<1,<1,0,<1,0,<1,0,<1,<1,0,0,0,0,<1,0,0,0,<1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,<1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<1,0,0,<1,0,0,0,<1,0,0,0,<1,0,0,0,0
2024-08,3,0,0,0,0,0,0,0,0,<1,<1,0,<1,<1,<1,0,<1,<1,0,0,0,0,<1,0,0,0,<1,0,0,0,0,0,0,0,0,0,0,<1,0,0,0,0,0,1,0,0,0,0,1,0,0,<1,0,0,0,0,0,0,<1,0,0,0,0,0,0,0,0,0,<1,0,0,0,0,0,0,0,0,0,0,<1,0,0,0,0
2024-09,2,0,0,0,0,0,0,0,0,<1,<1,0,<1,0,1,0,<1,<1,0,0,0,0,<1,0,0,0,<1,0,0,0,0,0,0,0,0,0,0,<1,0,0,0,0,0,1,<1,0,0,0,<1,0,0,<1,0,0,0,0,0,0,<1,0,0,0,0,0,0,0,0,0,<1,0,0,0,0,0,0,<1,0,0,0,<1,0,0,0,0
2024-10,2,0,0,0,0,0,0,0,0,0,<1,0,<1,0,1,0,<1,<1,0,0,0,0,0,0,0,0,<1,0,0,0,0,0,0,0,0,0,0,<1,0,0,0,0,0,<1,0,0,0,<1,<1,0,0,<1,0,<1,0,0,0,0,<1,0,0,0,0,0,0,0,0,0,<1,0,0,<1,0,0,0,<1,0,0,0,<1,0,0,0,0
2024-11,2,0,<1,0,0,0,0,0,0,0,<1,0,<1,0,1,0,<1,<1,0,0,0,0,0,0,0,0,<1,0,0,0,0,0,0,0,0,0,0,<1,0,0,0,0,0,27,0,0,0,0,1,0,0,<1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<1,<1,0,0,0,0,0,<1,0,0,0,0,0,0,0,0
2024-12,2,0,0,0,0,0,0,0,0,<1,<1,0,<1,<1,<1,0,<1,<1,0,0,0,0,<1,0,0,0,<1,0,0,<1,0,0,0,0,0,0,0,0,0,<1,0,0,0,4,0,0,0,0,1,0,0,<1,0,<1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<1,0,0,0,0
2025-01,3,0,0,0,0,0,0,0,0,0,<1,0,<1,0,<1,0,0,<1,0,0,0,0,0,0,0,0,<1,0,0,0,0,0,0,0,0,0,0,<1,0,<1,0,0,<1,2,0,0,0,0,3,0,0,<1,0,<1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<1,<1,0,0,0,0,0,<1,0,0,0,<1,0,0,0,0
2025-02,6,0,0,0,0,0,0,0,0,0,<1,0,<1,0,<1,0,<1,<1,0,0,0,0,0,0,0,0,<1,0,0,0,0,0,0,0,0,0,0,<1,0,<1,0,0,0,1,0,0,0,<1,<1,0,0,<1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<1,0,0,0,0,0,0,<1,0,0,0,0,0,0,0,0
2025-03,100,0,0,0,0,0,0,0,0,0,<1,0,<1,0,<1,0,<1,<1,0,0,0,0,0,0,0,0,<1,0,0,0,0,0,0,0,0,0,0,<1,0,0,0,0,0,1,0,0,0,0,1,0,0,<1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<1,0,0,0,<1,0,0,0,0
2025-04,13,0,0,0,0,0,0,0,0,0,<1,0,<1,0,<1,0,<1,<1,0,0,<1,0,0,0,0,0,<1,0,0,0,0,0,0,0,0,0,<1,<1,0,0,0,0,0,1,0,0,0,0,<1,0,0,<1,0,<1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<1,<1,0,0,0,0,0,0,0,0,0,<1,0,0,0,0
2025-05,8,0,<1,<1,0,0,<1,0,<1,<1,<1,0,<1,<1,<1,0,<1,<1,<1,0,<1,0,<1,<1,0,0,<1,0,<1,<1,<1,0,0,0,0,0,<1,<1,0,<1,0,0,<1,<1,<1,0,0,<1,1,0,0,<1,0,<1,<1,<1,0,0,<1,0,0,0,0,<1,0,0,<1,0,<1,<1,0,<1,<1,0,0,<1,0,<1,<1,<1,<1,0,0,0
